std_company_name,ISIN,bse_symbol,nse_symbol
Rap Media Ltd.,INE483D01014,RAP,
Inter State Oil Carrier Ltd,INE003B01014,INTSTOIL,
AJEL Limited,INE229B01015,AJEL,
Shree Karthik Papers Ltd.,INE538D01015,SHKARTP,
Futura Polyesters Ltd.,INE564A01017,FUTURAPOLY,
Velan Hotels Ltd.,INE548D01014,VELHO,
Finelistings Technologies Limited,INE0QOQ01013,FTL,
Uniroyal Industries Ltd,INE980D01019,UNIROYAL,
Credifin Limited,INE405N01016,,
BKV Industries Ltd.,INE356C01022,BKV,
JAGJANANI TEXTILES LIMITED,INE702H01018,JAGJANANI,
TRUSTWAVE SECURITIES LIMITED,INE668Y01016,TRUSTWAVE,
BFL Asset Finvest Limited,INE948Q01018,BFLAFL,
Trimurthi Limited,INE314I01036,TRIMURTHI,
Oswal Yarns Ltd.,INE670H01017,OSWAYRN,
PARLE INDUSTRIES LIMITED,INE272G01014,PARLEIND,
Square Four Projects India Limited,INE716K01020,SFPIL,
Akash Agro Industries Limited,INE513G01011,,
Garware Marine Industries Ltd.,INE925D01014,GARWAMAR,
Amalgamated Electricity Co. Ltd.,INE492N01022,AMALGAM,
Sarvottam Finvest Limited,INE822Q01015,SARVOTTAM,
3C IT Solutions and Telecoms (India) Limited,INE0R7D01018,3CIT,
HB Leasing & Finance Co. Ltd.,INE549B01016,HBLEAS,
Bothra Metals & Alloys Limited,INE583M01012,BMAL,
Bhanderi Infracon Limited,INE336Q01016,BHANDERI,
Mayukh Dealtrade Limited,INE280E01038,MAYUKH,
REETECH INTERNATIONAL CARGO AND COURIER LIMITED,INE0MKO01015,REETECH,
GENESIS IBRC INDIA LIMITED,INE194N01016,GENESIS,
Kartik Investments Trust Ltd.,INE524U01019,KARTKIN,
Cindrella Hotels Ltd.,INE908C01012,CINDHO,
MARG TECHNO PROJECTS LIMITED,INE245H01018,MTPL,
RITA FINANCE AND LEASING LIMITED,INE018S01016,RFLL,
Indergiri Finance ltd.,INE628F01019,INDERGR,
Diggi Multitrade Limited,INE158R01012,DML,
Kkalpana Plastick Limited,INE465K01016,KKPLASTICK,
IEL LIMITED,INE056E01024,INDXTRA,
Adinath Textiles Ltd.,INE207C01019,ADINATH,
Neueon Towers Limited,INE333I01036,NTL,
KDJ Holidayscapes and Resorts Limited,INE089E01025,KDJHRL,
Kahan Packaging Limited,INE04T901017,KAHAN,
Norben Tea & Exports Ltd,INE369C01017,NORBTEAEXP,NORBTEAEXP
SPICE ISLANDS INDUSTRIES LIMITED,INE882D01017,SPICEISLIN,
Mewar Hi-Tech Engineering Limited,INE957U01011,MHEL,
Hotahoti Wood Products Limited,INE925E01012,,
Billwin Industries Limited,INE0CRS01012,BILLWIN,
N.B. Footwear Ltd.,INE006F01018,NBFOOT,
Prism Finance Ltd.,INE429Q01019,PRISMFN,
Evoq Remedies Limited,INE0JVD01011,EVOQ,
G. K. P. Printing & Packaging Limited,INE05QJ01015,GKP,
Euphoria Infotech (India) Limited,INE0PYT01018,EUPHORIAIT,
Ras Resorts & Apart Hotels Ltd.,INE651D01016,RASRESOR,
Bacil Pharma Ltd.,INE711D01018,BACPHAR,
Classic Filaments Limited,INE181U01018,CFL,
Tokyo Finance Ltd.,INE546D01018,TOKYOFIN,
SHARP INVESTMENTS LTD,INE909D01026,SHARPINV,
Patron Exim Limited,INE0NPA01011,PATRON,
Usha Martin Education & Solutions Limited,INE240C01028,UMESLTD,UMESLTD
Duncans Industries Ltd.,INE508A01022,DUNCANSLTD,
Yunik Managing Advisors Limited,INE143K01019,YUNIKM,
Globe Commercials Limited,INE804Q01013,GLCL,
Yogi Sung-won (India) Ltd.,INE429B01011,YOGISUNG,
Hira Automobiles Ltd.,INE258Z01013,HIRAUTO,
YUVRAAJ HYGIENE PRODUCTS LTD,INE139D01020,YUVRAAJHPL,
Garbi Finvest Limited,INE721C01019,GARBIFIN,
Mac Hotels Limited,INE004Z01011,MACH,
Sanghvi Brands Limited,INE204Y01010,SBRANDS,
Quasar India Limited,INE855P01041,QUASAR,
Kotia Enterprises Limited,INE079C01012,KEL,
IND Renewable Energy Ltd,INE138O01029,INDRENEW,
IEC Education Limited,INE172B01017,IECEDU,
Link Pharma Chem Ltd.,INE302F01011,LINKPH,
Switching Technologies Gunther Ltd.,INE311D01017,SWITCHTE,
Lakshmi Overseas Industries Ltd.,INE992B01026,LAKSHMIO,
Asian Warehousing Limited,INE04Z101016,ASIAN,
Vivid Global Industries Limited,INE737C01023,VIVIDIND,
Polo Hotels Ltd.,INE084C01012,POLOHOT,
Asia Pack Ltd.,INE784M01016,ASIAPAK,
DIPNA PHARMACHEM LIMITED,INE0MC401013,DPL,
ARYAVAN ENTERPRISE LIMITED,INE360S01012,ARYAVAN,
Adcon Capital Services Limited,INE805Q01028,ADCON,
Chrome Silicon Limited,INE114E01013,CHROME,
Solid Stone Company Ltd.,INE584G01012,SOLIDSTON,
ETT Limited,INE546I01017,ETT,
Sree Jayalakshmi Autospin Ltd.,INE618F01010,SREEJAYA,
Clinitech Laboratory Limited,INE0QMR01015,CTLLAB,
NEELKANTH LIMITED,INE581D01015,NEELKANTH,
OMKAR SPECIALITY CHEMICALS LIMITED,INE474L01016,OMKARCHEM,OMKARCHEM
Sangrahalaya Timber & Crafts Limited,INE932E01018,,
GCM Securities Limited,INE168O01026,GCMSECU,
JET SOLAR LIMITED,INE155R01018,JETSOLAR,
Ajwa Fun World & Resorts Ltd,INE863E01015,AJWAFUN,
Milestone Global Limited,INE151H01018,MILESTONE,
Crane Infrastructure Limited,INE176L01017,CRANEINFRA,
Gala Global Products Limited,INE480S01026,GGPL,
RO Jewels Limited,INE0BDU01028,ROJL,
South Asian Enteprises Ltd.,INE118B01010,SAENTER,
Moongipa Capital Finance Ltd.,INE153K01018,MONGIPA,
Continental Chemicals Ltd.,INE423K01015,CONTCHM,
Marg Ltd,INE941E01019,MARG,
Abhishek Finlease limited,INE723C01015,ABHIFIN,
Lime Chemicals Ltd.,INE891G01011,LIMECHM,
Maitri Enterprises Limited,INE501L01024,MAITRI,
Meyer Apparel Limited,INE100C01024,MAL,
Sterling Green  Woods  Limited,INE398F01019,STRGRENWO,
Bridge Securities Ltd.,INE958C01025,BRIDGESE,
Swarna Securities Ltd.,INE595G01018,SWRNASE,
Shree Ganesh Elastoplast Ltd,INE400N01017,SHGANEL,
Golechha Global Finance Ltd.,INE427D01011,GOLECHA,
Janus Corporation Limited,INE04OV01018,JANUSCORP,
TCI Finance Limited,INE911B01018,TCIFINANCE,TCIFINANCE
Deccan Bearings Ltd.,INE498D01012,DECANBRG,
Risa International Limited,INE001O01029,RISAINTL,
Shanti Overseas (India) Ltd.,INE933X01016,,SHANTI
S.I.Capital And Financial Services,INE417F01017,SICAPIT,
Natraj Proteins Ltd.,INE444D01016,NATRAJPR,
Metalyst Forgings Limited,INE425A01011,METALFORGE,
Rajasthan Tube Mfg. Co,INE497E01012,RAJTUBE,
Kumar Autocast Limited,INE168U01015,,
Amrapali Capital and Finance Services Limited,INE218P01018,ACFSL,
U. H. ZAVERI LIMITED,INE556Z01010,UHZAVERI,
Resourceful Automobile Limited,INE0SK201011,RAL,
Beryl Drugs Ltd.,INE415H01017,BERLDRG,
Creative Merchants Limited,INE896P01011,CML,
Grandma Trading & Agencies Ltd.,INE927M01029,GRANDMA,
Premier Capital Services Ltd.,INE946K01023,PREMCAP,
Kore Foods Limited,INE601A01017,KORE,
Narmada Macplast Drip Irrigation Sy,INE060D01010,NARMP,
KMG Milk Food Limited,INE873N01015,KMGMILK,
Konark Synthetics  Ltd,INE517D01019,KONARKSY,
CRP Risk Management Limited,INE422M01013,CRPRISK,
Econo Trade (India) Limited,INE937K01014,ETIL,
PANABYTE TECHNOLOGIES LIMITED,INE516E01019,PANABYTE,
Sarda Proteins Ltd,INE995U01011,SRDAPRT,
Norris Medicines Ltd.,INE744C01029,NORRIS,
ISF LIMITED,INE973B01026,ISFL,
Dalal Street Investments Ltd.,INE422D01012,DSINVEST,
Bharat Bhushan Share & Commodity Brokers Ltd.,INE900A01013,BHARAT,
BROACH LIFECARE HOSPITAL LIMITED,INE0SFZ01018,BROACH,
VISHVPRABHA VENTURES LIMITED,INE762D01011,VISVEN,
United Interactive Limited,INE706D01018,UNITEDINT,
Surya Industrial Corporation Ltd.,INE060N01019,SURINDL,
Pratibha Industries Ltd.,INE308H01022,PRATIBHA,
First Custodian Fund (India) Ltd.,INE609B01018,1STCUS,
Tirth Plastic Ltd.,INE008N01018,TIRTPLS,
Mid India Industries Limited,INE401C01018,MIDINDIA,
Vivaa Tradecom Limited,INE0PA601017,VIVAA,
Amrapali Fincap Limited,INE990S01016,AMRAFIN,
Sahara Maritime Limited,INE0PSJ01011,SMARITIME,
Tarai Foods Ltd.,INE906C01016,TARAI,
Garware Synthetics Ltd.,INE340D01016,GARWSYN,
Rotographics (India) Limited,INE364S01014,RGIL,
7NR Retail Limited,INE413X01035,7NR,
RADAAN MEDIAWORKS (I) LIMITED,INE874F01027,RADAAN,RADAAN
United Credit ltd.,INE858C01027,UNITDCR,
Mehta Integrated Finance Ltd.,INE240B01012,MEHIF,
Radha Madhav Corporation Ltd.,INE172H01014,RMCL,
Eastern Silk Industries Limited,INE962C01027,EASTSILK,
SARUP INDUSTRIES LIMITED,INE305D01019,SARUPINDUS,
SUPER FINE KNITTERS LIMITED,INE459U01018,SKL,
Shri Rajivlochan Oil Extraction Ltd,INE418K01015,SHRAJOI,
DECIPHER LABS LIMITED,INE643N01012,DECIPHER,
Gilada Finance & Investments Ltd.,INE918C01029,GILADAFINS,
Ramsons Projects Ltd.,INE609D01014,RAMSONS,
Chandrima Mercantiles limited ,INE371F01016,CHANDRIMA,
Orosil Smiths India Limited,INE628B01034,OROSMITHS,
Unistar Multimedia Ltd,INE808C01014,UNISTRMU,
Indo-City Infotech Ltd.,INE456B01014,INDOCITY,
Gowra Leasing & Finance Ltd.,INE225G01012,GOWRALE,
Octal Credit Capital Ltd.,INE513C01010,OCTAL,
Ador Multiproducts Ltd,INE628D01014,ADORMUL,
Vivanza Biosciences Limited,INE984E01035,VIVANZA,
Amforge Industries Ltd.,INE991A01020,AMFORG,
Avasara Finance Limited,INE759D01017,AVASARA,
ORTIN GLOBAL LIMITED,INE749B01020,ORTINGLOBE,ORTINGLOBE
Rajdarshan Industries Ltd.,INE610C01014,ARENTERP,ARENTERP
Willard India Ltd.,INE481D01018,WILLARD,
Vaxtex Cotfab Ltd.,INE098201036,,VCL
Sri Nachammai Cotton Mills Ltd.,INE443E01016,SRINACHA,
Organic Coatings Ltd.,INE412E01011,ORGCOAT,
York Exports Ltd.,INE057Q01018,YORKEXP,
Prism Medico and Pharmacy Ltd.,INE730E01016,PRISMMEDI,
Integrated Proteins Ltd.,INE177M01013,INTEGFD,
Satra Properties(India) Ltd,INE086E01021,SATRAPROP,
SHREE HANUMAN SUGAR & INDUSTRIES LTD.,INE101H01013,HANSUGAR,
India Lease Devl. Ltd.,INE333C01013,INDLEASE,
NPR Finance Ltd.,INE446D01011,NPRFIN,
Coastal Roadways Ltd.,INE229E01019,COARO,
Sumeru Industries Ltd.,INE764B01029,SUMERUIND,
Umiya Tubes Limited,INE173U01015,UMIYA,
Mitshi India Limited,INE844D01017,MITSHI,
KOURA FINE DIAMOND JEWELRY LIMITED,INE0M8R01011,KOURA,
Patback Business Limited,INE401L01019,,
Sonalis Consumer Products Limited,INE0N5O01013,SONALIS,
SRM Energy Limited,INE173J01018,SRMENERGY,
Bihariji Ispat Udyog Limited,INE073F01018,,
Harmony Capital Services Ltd.,INE264N01017,HRMNYCP,
Svaraj Trading & Agencies Ltd.,INE406N01014,ZSVARAJT,
VK Global Industries Limited,INE758B01013,VKGLOBAL,
Fedders Electric and Engineering Limited,INE249C01011,FEDDERELEC,
Hathway Bhawani Cabletel & Datacom,INE525B01016,HATHWAYB,
Cubical Financial Services Ltd.,INE717D01023,CUBIFIN,
Anka India Ltd.,INE067C01025,ANKIN,
Synthiko Foils Ltd.,INE363L01029,SYNTHFO,
Colinz Laboratories ltd.,INE923C01011,COLINZ,
Kachchh Minerals Ltd.,INE059E01010,KACHCHH,
MPL Plastics Limited,INE343A01016,MPL,
Span Divergent Limited,INE004E01016,SDL,
Integrated Capital Services Ltd,INE682B01023,ICSL,
Starlite Global Enterprises (India) Limited,INE870X01010,,
Parmax Pharma Limited,INE240T01014,PARMAX,
SPARC ELECTREX LIMITED,INE960B01015,SPAR,
R.J. Shah & Co. Ltd.,INE712Z01019,RJSHAH,
Rama Paper Mills Limited,INE425E01013,RAMAPPR-B,
Laffan Software Limited,INE991F01011,,
Modern Shares and Stockbrokers Ltd.,INE370A01019,MODRNSH,
DISHA RESOURCES LIMITED,INE193D01019,DRL,
Virtualsoft Systems Ltd.,INE237C01016,VIRTUALS,
RAUNAQ INTERNATIONAL LIMITED,INE523K01012,RAUNAQ,
Hilltone Software and Gases Ltd,INE168C01013,HILLTONE,
Gujarat Cotex Ltd,INE004C01028,GUJCOTEX,
Sai Industries Ltd.,INE213S01013,SAINDUS,
Sabrimala Industries India Limited,INE400R01018,SIIL,
Yashraj Containeurs Ltd.,INE095C01018,YASHRAJC,
Northlink Fiscal And Capital Services Ltd.,INE736P01019,NORTHLINK,
Sri Lakshmi Saraswathi Textiles (Ar,INE456D01010,SLSTLQ,
Beryl Securities Ltd,INE508J01015,BERYLSE,
Hari Govind International Ltd.,INE167F01018,HARIGOV,
National Plywood Industries Ltd.,INE497C01016,NATPLY,
SIMPLEX MILLS COMPANY LIMITED,INE457H01027,SIMPLXMIL,
GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),INE302H01017,GTNTEX,
Galaxy Agrico Exports Ltd.,INE803L01016,GALAGEX,
Alexander Stamps And Coin Limited,INE191N01012,ALEXANDER,
DAPS ADVERTISING LIMITED,INE975Z01012,DAPS,
Ladam Affortable Housing Limited,INE213U01019,LAHL,
Navigant Corporate Advisors Limited,INE364T01012,NAVIGANT,
Kush Industries Limited,INE979D01011,KUSHIND,
Alps Industries Ltd.,INE093B01015,ALPSINDUS,ALPSINDUS
Shirpur Gold Refinery Ltd.,INE196B01016,SHIRPUR-G,
Perfect-Octave Media Projects Ltd,INE814L01013,OCTAVE,
Kuwer Industries Ltd.,INE430F01010,KUWERIN,
Pasari Spinning Mills Ltd.,INE604F01010,PASARI,
Bazel International Limited,INE217E01014,BAZELINTER,
Triveni Enterprises Limited,INE916P01025,TRIVENIENT,
White Organic Retail Limited,INE06CG01019,WORL,
Longview Tea Company ltd.,INE696E01019,LONTE,
Photoquip India Ltd.,INE813B01016,PHOTOQUP,
STELLAR CAPITAL SERVICES LIMITED,INE325P01011,STELLAR,
Trade Wings Ltd.,INE961E01017,TRADWIN,
Arihants Securities ltd.,INE190D01015,ARISE,
JINDAL LEASEFIN LIMITED,INE919T01013,JLL,
Vikalp Securities Ltd.,INE186E01011,VIKALPS,
Amraworld Agrico Ltd.,INE735C01027,AMRAAGRI,
Lords Ishwar Hotels Limited,INE689J01013,LORDSHOTL,
Suncity Synthetics Ltd.,INE584D01019,SUNCITYSY,
Creative Eye Ltd.,INE230B01021,CREATIVEYE,CREATIVEYE
DCM Financial Services Ltd.,INE891B01012,DCMFINSERV,DCMFINSERV
Sab Events & Governance Now Media Limited,INE860T01019,SABEVENTS,SABEVENTS
Seasons Textiles Ltd,INE707B01010,SEASONST,
Eastern Gases Limited,INE846C01014,EASTERNGAS,
Anglo-French Drugs & Industries Limited,INE570E01016,,
Libord Securities Ltd.,INE267E01019,LIBORD,
Step Two Corporation Ltd.,INE623D01015,STEP2COR,
Catvision Limited,INE660B01011,CATVISION,
Lippi Systems Ltd.,INE845B01018,LIPPISYS,
Indo Euro Indchem Limited,INE319N01019,INDOEURO,
Vani Commercials Limited,INE661Q01017,VANICOM,
Aroma Enterprises (India) Ltd.,INE371M01012,AROMAENT,
Bil Energy Systems Limited,INE607L01029,BILENERGY,
Goenka Business & Finance Limited,INE997C01015,GBFL,
Shah Foods Ltd,INE455D01012,SHAHFOOD,
Soni Medicare Limited,INE848R01018,SML,
Times Green Energy (India) Limited,INE0B6101012,TIMESGREEN,
East Buildtech Limited,INE706N01017,EASTBUILD,
Padmanabh Alloys & Polymers Ltd.,INE630U01014,PADALPO,
Prima Agro Ltd.,INE297D01018,PRIMAGR,
Polycon International Ltd.,INE262C01014,POLYCON,
ARUNIS ABODE LIMITED,INE377D01018,ARUNIS,
MUNOTH COMMUNICATION LIMITED,INE410E01015,MCLTD,
Bodhtree Consulting Limited,INE104F01011,BODHTREE,
Kakatiya Textiles Ltd.,INE092E01011,KAKTEX,
Phyto Chem (India) Ltd.,INE037C01010,PHYTO,
Anna Infrastructures Ltd,INE336D01014,ANNAINFRA,
SHARPLINE BROADCAST LIMITED,INE647W01014,SHARPLINE,
Velox Shipping and Logistics Limited,INE092P01017,VELOX,
Agarwal Duplex Board Mills Limited,INE290T01027,,
Ekennis Software Service Limited,INE0KCM01010,EKENNIS,
Rander Corporation Ltd.,INE821D01031,RANDER,
Blue Coast Hotels Ltd,INE472B01011,BLUECOAST,BLUECOAST
Retro Green Revolution Limited,INE601N01010,RGRL,
Seven Hill Industries Limited,INE518D01025,SEVENHILL,
Adinath Exim Resources Ltd.,INE398H01015,ADIEXRE,
Raj Packaging Industries Ltd.,INE639C01013,RAJPACK,
Eurotex Industries & Exports Ltd.,INE022C01012,EUROTEXIND,EUROTEXIND
GSB Finance Ltd.,INE777C01011,GSBFIN,
Shukra Jewellers Limited,INE344E01016,SHUKJEW,
Mehta Securities Ltd.,INE241B01010,MEHSECU,
Quantum Build-Tech Limited,INE222B01028,QUANTBUILD,
Anjani Finance Ltd,INE283D01018,ANJANIFIN,
Premier Limited,INE342A01018,PREMIER,PREMIER
Elegant Floriculture & Agrotech (In,INE152E01013,ELEFLOR,
Photon Capital Advisors Ltd,INE107J01016,PHOTON,
Shyamkamal Investments Ltd.,INE203N01015,SHYMINV,
Omega Interactive Technologies Ltd.,INE113B01029,OMEGAIN,
Shree Steel Wire Ropes Ltd.,INE387D01025,SSWRL,
SK International Export Limited,INE04ST01013,SKIEL,
Suryavanshi Spinning Mills Ltd.,INE431C01023,SURYVANSP,
Sun Retail Limited,INE206Z01020,SUNRETAIL,
Sun Granite Export Limited,INE032M01010,SUNGRAN,
Rajasthan Cylinders & Containers Limited,INE929D01016,RCCL,
Rajputana Investment and Finance Ltd.,INE751R01014,RAJPUTANA,
SKYLINE VENTURES INDIA  LIMITED,INE055Q01012,SKILVEN,
Trinity Tradelink Limited,INE567D01022,TRITRADE,
NCC Bluewater Products Ltd.,INE630N01019,NCCBLUE,
Polymac Thermoformers Limited,INE826P01018,POLYMAC,
Modern Malleables Limited,INE834C01028,MODMA,
PANTH INFINITY LIMITED,INE945O01019,PANTH,
Surya India Limited,INE446E01019,SURYAINDIA,
Minaxi Textiles Ltd.,INE952C01028,MINAXI,
Senthil Infotek Limited,INE564B01015,SENINFO,
AVISHKAR INFRA REALTY LIMITED,INE433O01024,AIRLTD,
Niraj Ispat Industries Ltd.,INE326T01011,,NIRAJISPAT
Shukra Bullions Limited,INE561E01015,SKRABUL,
Millennium Online Solutions (India) Ltd,INE570N01025,MILLENNIUM,
Unjha Formulations Ltd.,INE576D01015,UNJHAFOR,
Gujarat Investa Ltd.,INE373D01017,GUJINV,
Lynx Machinery & Commercials Ltd.,INE732D01014,LYNMC,
Esha Media Research Limited,INE328F01016,ESHAMEDIA,
Gitanjali Gems Ltd.,INE346H01014,GITANJALI,
S.V. Trading & Agencies Ltd.,INE404N01019,ZSVTRADI,
Pratiksha Chemicals Ltd.,INE530D01012,PRATIKSH,
Bisil Plast Limited,INE214D01021,BISIL,
Olympic Oil Industries Ltd.,INE286E01019,OLYOI,
CDG PETCHEM LIMITED,INE198N01017,CDG,
Supertex Industries Ltd,INE881B01054,SUPERTEX,
International Securities Limited,INE086D01015,,
Bhagwati Oxygen Ltd.,INE026I01010,BHAGWOX,
Southern Infosys Limited,INE298B01010,SOUTHERNIN,
Subhash Silk Mills Ltd.,INE690D01014,SUBSM,
Esaar (India) Ltd.,INE404L01039,ESARIND,
Sirohia & Sons Limited,INE785O01019,SIROHIA,
Fone4 Communications (India) Limited,INE0L3H01014,FONE4,
Trinity League India Limited,INE884X01011,TRINITYLEA,
SEA TV Network Limited,INE351L01016,SEATV,
Devrup Trading Limited,INE790R01012,,
Neo Infracon Ltd.,INE216I01017,NEOINFRA,
PRO CLB GLOBAL LIMITED,INE438C01010,PROCLB,
HARIYANA VENTURES LIMITED,INE219D01012,HVL,
ObjectOne Information Systems Ltd,INE860E01011,OONE,
Raasi Refractories Limited.,INE858D01017,RASSIREF,
Inani Securities Ltd.,INE224C01014,INANISEC,
Saianand Commercial Limited,INE092G01024,SAICOM,
East Coast Steel Ltd,INE315F01013,ECSTSTL,
MVL Limited,INE744I01034,MVL,
Delta Industrial Resources Limited,INE681Q01015,DELTA,
Dhruv Wellness Limited,INE109Y01011,DWL,
Uniroyal Marine Exports Ltd.,INE602H01010,UNRYLMA,
Shivagrico Implements Ltd.,INE092H01014,SHIVAGR,
ADLINE CHEM LAB LIMITED,INE276T01018,ADLINE,
Kalyani Commercials Ltd.,INE610E01010,,KALYANI
Central Cables Limited,INE672G01015,,
Aanchal Ispat Limited,INE322R01014,AANCHALISP,
INTERACTIVE FINANCIAL SERVICES LIMITED,INE064T01018,IFINSER,
Eon Electric Ltd,INE076H01025,EON,
Boston Bio Systems Ltd.,INE109B01019,BOSTONBIO,
Jindal Cotex Limited,INE904J01016,JINDCOT,
BCL Enterprises Limited,INE368E01023,BCLENTERPR,
GCM Capital Advisors Limited,INE191P01017,GCMCAPI,
UTL Industries Limited,INE184E01024,UTLINDS,
Sathavahana Ispat Ltd.,INE176C01016,SATHAISPAT,
FGP Ltd,INE512A01016,FGP,
V B INDUSTRIES LIMITED,INE334E01017,VBIND,
Softrak Venture Investments Ltd.,INE562E01013,SOFTRAKV,
Chemo Pharma Laboratories Ltd.,INE320M01019,CHEMOPH,
PANAFIC INDUSTRIALS LTD,INE655P01029,PANAFIC,
Gujarat Credit Corporation Ltd.,INE034B01019,GUJCRED,
B.J.Duplex Boards Ltd.,INE265C01025,BJDUP,
Gallops Enterprise  Limited,INE755J01012,GALLOPENT,
Future Supply Chain Solutions Limited,INE935Q01015,FSC,FSC
Bindal Exports Limited,INE564V01013,BINDALEXPO,
Shakti Press Ltd.,INE794C01016,SHAKTIPR,
Sterling International Enterprises Limited,INE696C01021,STEERINTER,
Autopal Industries Ltd.,INE335Q01018,AUTOPAL,
Taparia Tools Ltd.,INE614R01014,TAPARIA,
Kiran Print-Pack Ltd.,INE516D01011,KIRANPR,
Encash Entertainment Limited,INE552Q01018,ENCASH,
Glittek Granites Ltd.,INE741B01027,GLITTEKG,
Longspur International Ventures Limited,INE180M01033,LONGSPUR,
UFM Industries Ltd,INE832E01010,UFMINDL,
Arihant Classic Finance Limited,INE763C01011,,
Amarnath Securities Ltd.,INE745P01010,AMARSEC,
Kashyap Tele-Medicines Limited,INE108B01029,KASHYAP,
Mipco Seamless Rings (Gujarat) Ltd.,INE860N01012,MPCOSEMB,
Pyxis Finvest Limited,INE883L01018,PYXISFIN,
J.K.Pharmachem Ltd.,INE335C01018,JKPHARMA,
JMG Corporation Ltd,INE745F01011,JMGCORP,
SAILANI TOURS N TRAVELS LIMITED,INE0KHQ01010,SAILANI,
Shoora Designs Limited,INE0OJZ01019,SHOORA,
ACE ENGITECH LIMITED,INE035401020,ACEENGITEC,
Marmagoa Steels Ltd.,INE698E01023,MRMGAST,
ABATE AS INDUSTRIES LIMITED,INE454E01013,ABATEAS,
Leel Electricals Limited,INE245C01019,LEEL,
Santosh Fine-Fab Ltd.,INE612D01018,SANTOSHF,
Welterman International Ltd.,INE662D01013,WELTI,
Universal Office Automation Limited,INE951C01012,UNIOFFICE,
Impala Industrial Enterprises Limited,INE226G01010,,
I Secure Credit & Capital Services Limited,INE077D01014,,
Decillion Finance Ltd.,INE848N01017,DFL,
Kirti Investments Limited,INE507L01021,,
Kairosoft AI Solutions Limited,INE820M01018,VOLKAI,
Robert Resources Limited,INE320V01010,,
Filmcity Media Ltd.,INE600B01033,FILME,
Soma Papers & Industries Ltd.,INE737E01011,SOMAPPR,
Euro Leder Fashion Ltd.,INE940E01011,EUROLED,
Siddha Ventures Limited,INE140C01012,SIDDHA,
SETUBANDHAN INFRASTRUCTURE LIMITED,INE023M01027,SETUINFRA,SETUINFRA
RGF Capital Markets Limited,INE684D01025,RGF,
Jiya Eco-Products Limited,INE023S01016,JIYAECO,
Univa Foods Limited,INE275F01019,UNIVAFOODS,UNIVAFOODS
Ellora Paper Mills Ltd.,INE384H01023,ELLOPAP,
V.B.Desai Financial Services Ltd,INE848D01018,VBDESAI,
Sankhya Infotech Ltd.,INE877A01013,SANKHYAIN,
C.J. Gelatine Products Ltd.,INE557D01015,CJGEL,
Viaan Industries Limited,INE324N01027,VIAANINDUS,
Prime Capital Market Limited,INE748D01010,PRIMECAPM,
J.J. Finance Corporation Ltd.,INE584C01011,JJFINCOR,
Steadfast Corporation Limited,INE089B01013,,
Tulasee Bio-Ethanol Ltd.,INE276N01011,TULASEEBIOE,
Kandagiri Spinning Mills Ltd.,INE292D01019,KANDAGIRI,
Shree Manufacturing Co. Ltd.,INE632A01012,SHRMFGC,
Jonjua Overseas Limited,INE793Z01027,JONJUA,
Net Pix Shorts Digital Media Limited,INE0D5F01013,NETPIX,
Agio Paper & Industries Limited,INE112C01011,AGIOPAPER,
Premier Synthetics Ltd.,INE940N01012,PREMSYN,
VCU Data Management Limited,INE962O01014,VCU,
K.Z.Leasing & Finance Ltd.,INE006C01015,KZLFIN,
Gagan Gases Ltd.,INE076D01016,GAGAN,
Visisth Chay Vyapar Limited,INE178W01010,,
VINAYAK POLYCON INTERNATIONAL LIMITED,INE581M01016,VINAYAKPOL,
Symbiox Investment & Trading Co. Ltd.,INE653R01012,SYMBIOX ,
Naksh Precious Metals Limited,INE256S01012,NAKSH,
Chemiesynth (Vapi) Limited,INE829R01018,CHEMIESYNT,
SC Agrotech Limited,INE895E01017,SCAGRO,
NEXUS SURGICAL AND MEDICARE LIMITED,INE370Q01015,NEXUSSURGL,
Sigachi Laboratories Limited,INE368H01018,,
Deepjyoti Textiles Limited,INE565D01018,,
RLF Ltd.,INE629C01014,RLF,
Triton Corp. Ltd.,INE982C01033,TRITON,
RACONTEUR GLOBAL RESOURCES LIMITED,INE00WY01013,RACONTEUR,
Abhinav Leasing & Finance Limited,INE211D01027,ALFL,
Devine Impex Limited,INE455C01014,DEVINE,
SSF Limited,INE418F01015,,
Basant India Limited,INE603U01011,,
BKM INDUSTRIES LIMITED,INE831Q01016,BKMINDST,
Rajath Finance Limited,INE455H01013,RAJATH,
KMF Builders & Developers Ltd.,INE580H01026,KMFBLDR,
VKJ Infradevelopers Limited,INE211P01021,VKJINFRA,
Dhenu Buildcon Infra Limited,INE758D01027,DHENUBUILD,
Dhanada Corporatin Limited,INE041F01015,DHANADACO,
Mahan Industries Ltd.,INE735D01033,MAHANIN,
Sigrun Holdings Limited,INE633D01022,SIGRUN,
Parenteral Drug (India) Ltd.,INE904D01019,PARENTLD,
Indian Link Chain Mnfrs. Ltd.,INE359D01024,INLCM,
Minolta Finance Ltd.,INE514C01018,MINOLTAF,
Vaghani Techno-Build Limited,INE554H01021,VAGHANI,
RCI Industries & Technologies Limited,INE140B01014,RCIIND,
Bharati Defence and Infrastructure Ltd,INE673G01013,BHARATIDIL,
Sanchay Finvest Ltd,INE654D01010,SANCF,
USS Global Limited,INE277F01015,,
Ramchandra Leasing & Finance Limited,INE516P01015,RLFL,
Otco International Ltd,INE910B01028,OTCO,
